Id,lon,lat,betweenness_raw,harmonic_raw,pagerank_raw,od_composite,trip_starts,trip_ends,edge_out_w,edge_in_w
192,121.43119810000002,31.199111940000005,132.46865963242522,89.0833333333332,0.004071556319878441,0.30157478036960317,6,8,10,12
18,121.43610274285717,31.187242780714282,16.785864797564333,78.83333333333331,0.003205379931306102,0.2496134697402267,5,8,6,9
215,121.42295839999998,31.19698958272728,48.17856981956255,84.83333333333326,0.003433926258299217,0.2721846624143813,1,5,6,10
86,121.44758604666666,31.201309203999998,50.43000309418786,87.91666666666657,0.004141760328898416,0.29156345957523894,3,8,7,12
141,121.444931,31.212844850000003,25.299688392261356,82.66666666666657,0.001660934675573098,0.2367629766895539,4,2,5,3
176,121.4298248,31.19361877,26.836631919728823,84.16666666666661,0.002081658667422552,0.24741478344870815,2,0,7,5
15,121.42827983749997,31.186408997500003,14.636024029990777,80.08333333333326,0.002218659577325504,0.23747113331993977,3,5,3,5
107,121.4394379,31.20597839,7.520189566044765,65.8000000000001,0.0015675276285712187,0.18866869241449188,1,2,2,3
96,121.44355769999999,31.204605099999995,68.32604298147699,85.83333333333327,0.0030873733480880163,0.2714498372157151,4,4,8,8
64,121.4215851,31.19773865,0,62.83333333333344,0.0013760915624580151,0.1770746924197364,0,1,1,2
98,121.4325714,31.203781126000003,44.66052453966163,75.58333333333337,0.0012360471312775454,0.2132130623055729,3,1,4,2
47,121.42433170000002,31.19456291375001,252.99164823320046,80.33333333333331,0.004106944465601215,0.29055829846931097,6,10,6,10
33,121.4264678888889,31.19087219,11.3781504721846,78.75,0.0024785274693436736,0.23762244968746046,3,5,4,6
5,121.42900082000001,31.184005739999996,8.052926851880029,77.24999999999999,0.002223754094188769,0.2293632710032474,0,1,4,5
3,121.4435577,31.18263245,1.6247605363984676,65.41666666666676,0.0010270586425537422,0.17871407524955096,1,1,1,1
171,121.4531708,31.2197113,2.136140602954643,65.11666666666676,0.0016504029720260005,0.18760636648028514,1,3,1,3
184,121.43119809999999,31.185379030000004,5.150223706282545,72.53333333333336,0.002339165295165202,0.21830462374365234,3,5,3,5
138,121.4311981,31.21284485,0,69.20000000000007,0.0007462284870906955,0.1842876165113185,1,0,1,0
131,121.43394470000001,31.21147156,39.80975689011886,72.66666666666671,0.0012581698976488077,0.20531537528454968,3,2,3,2
8,121.4298248,31.185379029999996,0,77.8333333333333,0.0007462284870906955,0.20727918331114067,3,0,3,0
116,121.4339447,31.20872498,0,0,0.001036984972809886,0.004497201933146102,0,1,0,1
72,121.4215851,31.19911194,0,57.35000000000005,0.0007462284870906955,0.15272969374167794,1,0,1,0
195,121.4421844,31.19361877,1.356307093415493,77.83333333333331,0.0013958334215989324,0.21745888080517298,2,1,3,2
